sourceChromosome,sourceStart,sourceEnd,targetChromosome,targetStart,targetEnd,type,value
"1",5287601,5287602,"1",5287801,5287802,L,100
"1",5287601,5287602,"1",5287901,5287902,L,100
"1",5287101,5287102,"1",5288001,5288002,L,100
"1",5288001,5288002,"1",5288101,5288102,L,100
"1",5288001,5288002,"1",5288201,5288202,L,100
"1",5288001,5288002,"1",5288301,5288302,L,100
"1",5285701,5285702,"1",5288401,5288402,L,100
"1",5288401,5288402,"1",5288501,5288502,L,100
"1",5288501,5288502,"1",5288601,5288602,L,100
"1",5288501,5288502,"1",5288701,5288702,L,100
"1",5288501,5288502,"1",5288801,5288802,L,100
"1",5288401,5288402,"1",5288901,5288902,L,100
"1",5288901,5288902,"1",5289001,5289002,L,100
"1",5288901,5288902,"1",5289101,5289102,L,100
"1",5288901,5288902,"1",5289201,5289202,L,100
"1",5288401,5288402,"1",5289301,5289302,L,100
"1",5289301,5289302,"1",5289401,5289402,L,100
"1",5289301,5289302,"1",5289501,5289502,L,100
"1",5289301,5289302,"1",5289601,5289602,L,100
"1",5285601,5285602,"1",5289701,5289702,L,100
"1",5289701,5289702,"1",5289801,5289802,L,100
"1",5289801,5289802,"1",5289901,5289902,L,100
"1",5289901,5289902,"1",5290001,5290002,L,100
"1",5289901,5289902,"1",5290101,5290102,L,100
"1",5289901,5289902,"1",5290201,5290202,L,100
"1",5289801,5289802,"1",5290301,5290302,L,100
"1",5290301,5290302,"1",5290401,5290402,L,100
"1",5290301,5290302,"1",5290501,5290502,L,100
"1",5290301,5290302,"1",5290601,5290602,L,100
"1",5289801,5289802,"1",5290701,5290702,L,100
"1",5290701,5290702,"1",5290801,5290802,L,100
"1",5290701,5290702,"1",5290901,5290902,L,100
"1",5290701,5290702,"1",5291001,5291002,L,100
"1",5289701,5289702,"1",5291101,5291102,L,100
"1",5291101,5291102,"1",5291201,5291202,L,100
"1",5291201,5291202,"1",5291301,5291302,L,100
"1",5291201,5291202,"1",5291401,5291402,L,100
"1",5291201,5291202,"1",5291501,5291502,L,100
"1",5291101,5291102,"1",5291601,5291602,L,100
"1",5291601,5291602,"1",5291701,5291702,L,100
"1",5291601,5291602,"1",5291801,5291802,L,100
"1",5291601,5291602,"1",5291901,5291902,L,100
"1",5291101,5291102,"1",5292001,5292002,L,100
"1",5292001,5292002,"1",5292101,5292102,L,100
"1",5292001,5292002,"1",5292201,5292202,L,100
"1",5292001,5292002,"1",5292301,5292302,L,100
"1",5289701,5289702,"1",5292401,5292402,L,100
"1",5292401,5292402,"1",5292501,5292502,L,100
"1",5292501,5292502,"1",5292601,5292602,L,100
"1",5292501,5292502,"1",5292701,5292702,L,100
"1",5292501,5292502,"1",5292801,5292802,L,100
"1",5292401,5292402,"1",5292901,5292902,L,100
"1",5292901,5292902,"1",5293001,5293002,L,100
"1",5292901,5292902,"1",5293101,5293102,L,100
"1",5292901,5292902,"1",5293201,5293202,L,100
"1",5292401,5292402,"1",5293301,5293302,L,100
"1",5293301,5293302,"1",5293401,5293402,L,100
"1",5293301,5293302,"1",5293501,5293502,L,100
"1",5293301,5293302,"1",5293601,5293602,L,100
"1",5285601,5285602,"1",5293701,5293702,L,100
"1",5293701,5293702,"1",5293801,5293802,L,100
"1",5293801,5293802,"1",5293901,5293902,L,100
"1",5293901,5293902,"1",5294001,5294002,L,100
"1",5293901,5293902,"1",5294101,5294102,L,100
"1",5293901,5293902,"1",5294201,5294202,L,100
"1",5293801,5293802,"1",5294301,5294302,L,100
"1",5294301,5294302,"1",5294401,5294402,L,100
"1",5294301,5294302,"1",5294501,5294502,L,100
"1",5294301,5294302,"1",5294601,5294602,L,100
"1",5293801,5293802,"1",5294701,5294702,L,100
"1",5294701,5294702,"1",5294801,5294802,L,100
"1",5294701,5294702,"1",5294901,5294902,L,100
"1",5294701,5294702,"1",5295001,5295002,L,100
"1",5293701,5293702,"1",5295101,5295102,L,100
"1",5295101,5295102,"1",5295201,5295202,L,100
"1",5295201,5295202,"1",5295301,5295302,L,100
"1",5295201,5295202,"1",5295401,5295402,L,100
"1",5295201,5295202,"1",5295501,5295502,L,100
"1",5295101,5295102,"1",5295601,5295602,L,100
"1",5295601,5295602,"1",5295701,5295702,L,100
"1",5295601,5295602,"1",5295801,5295802,L,100
"1",5295601,5295602,"1",5295901,5295902,L,100
"1",5295101,5295102,"1",5296001,5296002,L,100
"1",5296001,5296002,"1",5296101,5296102,L,100
"1",5296001,5296002,"1",5296201,5296202,L,100
"1",5296001,5296002,"1",5296301,5296302,L,100
"1",5293701,5293702,"1",5296401,5296402,L,100
"1",5296401,5296402,"1",5296501,5296502,L,100
"1",5296501,5296502,"1",5296601,5296602,L,100
"1",5296501,5296502,"1",5296701,5296702,L,100
"1",5296501,5296502,"1",5296801,5296802,L,100
"1",5296401,5296402,"1",5296901,5296902,L,100
"1",5296901,5296902,"1",5297001,5297002,L,100
"1",5296901,5296902,"1",5297101,5297102,L,100
"1",5296901,5296902,"1",5297201,5297202,L,100
"1",5296401,5296402,"1",5297301,5297302,L,100
"1",5297301,5297302,"1",5297401,5297402,L,100
"1",5297301,5297302,"1",5297501,5297502,L,100
"1",5297301,5297302,"1",5297601,5297602,L,100
"1",5285501,5285502,"1",5297701,5297702,L,100
"1",5297701,5297702,"1",5297801,5297802,L,100
"1",5297801,5297802,"1",5297901,5297902,L,100
"1",5297901,5297902,"1",5298001,5298002,L,100
"1",5298001,5298002,"1",5298101,5298102,L,100
"1",5298001,5298002,"1",5298201,5298202,L,100
"1",5298001,5298002,"1",5298301,5298302,L,100
"1",5297901,5297902,"1",5298401,5298402,L,100
"1",5298401,5298402,"1",5298501,5298502,L,100
"1",5298401,5298402,"1",5298601,5298602,L,100
"1",5298401,5298402,"1",5298701,5298702,L,100
"1",5297901,5297902,"1",5298801,5298802,L,100
"1",5298801,5298802,"1",5298901,5298902,L,100
"1",5298801,5298802,"1",5299001,5299002,L,100
"1",5298801,5298802,"1",5299101,5299102,L,100
"1",5297801,5297802,"1",5299201,5299202,L,100
"1",5299201,5299202,"1",5299301,5299302,L,100
"1",5299301,5299302,"1",5299401,5299402,L,100
"1",5299301,5299302,"1",5299501,5299502,L,100
"1",5299301,5299302,"1",5299601,5299602,L,100
"1",5299201,5299202,"1",5299701,5299702,L,100
"1",5299701,5299702,"1",5299801,5299802,L,100
"1",5299701,5299702,"1",5299901,5299902,L,100
"1",5299701,5299702,"1",5300001,5300002,L,100
"1",5299201,5299202,"1",5300101,5300102,L,100
"1",5300101,5300102,"1",5300201,5300202,L,100
"1",5300101,5300102,"1",5300301,5300302,L,100
"1",5300101,5300102,"1",5300401,5300402,L,100
"1",5297801,5297802,"1",5300501,5300502,L,100
"1",5300501,5300502,"1",5300601,5300602,L,100
"1",5300601,5300602,"1",5300701,5300702,L,100
"1",5300601,5300602,"1",5300801,5300802,L,100
"1",5300601,5300602,"1",5300901,5300902,L,100
"1",5300501,5300502,"1",5301001,5301002,L,100
"1",5301001,5301002,"1",5301101,5301102,L,100
"1",5301001,5301002,"1",5301201,5301202,L,100
"1",5301001,5301002,"1",5301301,5301302,L,100
"1",5300501,5300502,"1",5301401,5301402,L,100
"1",5301401,5301402,"1",5301501,5301502,L,100
"1",5301401,5301402,"1",5301601,5301602,L,100
"1",5301401,5301402,"1",5301701,5301702,L,100
"1",5297701,5297702,"1",5301801,5301802,L,100
"1",5301801,5301802,"1",5301901,5301902,L,100
"1",5301901,5301902,"1",5302001,5302002,L,100
"1",5302001,5302002,"1",5302101,5302102,L,100
"1",5302001,5302002,"1",5302201,5302202,L,100
"1",5302001,5302002,"1",5302301,5302302,L,100
"1",5301901,5301902,"1",5302401,5302402,L,100
"1",5302401,5302402,"1",5302501,5302502,L,100
"1",5302401,5302402,"1",5302601,5302602,L,100
"1",5302401,5302402,"1",5302701,5302702,L,100
"1",5301901,5301902,"1",5302801,5302802,L,100
"1",5302801,5302802,"1",5302901,5302902,L,100
"1",5302801,5302802,"1",5303001,5303002,L,100
"1",5302801,5302802,"1",5303101,5303102,L,100
"1",5301801,5301802,"1",5303201,5303202,L,100
"1",5303201,5303202,"1",5303301,5303302,L,100
"1",5303301,5303302,"1",5303401,5303402,L,100
"1",5303301,5303302,"1",5303501,5303502,L,100
"1",5303301,5303302,"1",5303601,5303602,L,100
"1",5303201,5303202,"1",5303701,5303702,L,100
"1",5303701,5303702,"1",5303801,5303802,L,100
"1",5303701,5303702,"1",5303901,5303902,L,100
"1",5303701,5303702,"1",5304001,5304002,L,100
"1",5303201,5303202,"1",5304101,5304102,L,100
"1",5304101,5304102,"1",5304201,5304202,L,100
"1",5304101,5304102,"1",5304301,5304302,L,100
"1",5304101,5304102,"1",5304401,5304402,L,100
"1",5301801,5301802,"1",5304501,5304502,L,100
"1",5304501,5304502,"1",5304601,5304602,L,100
"1",5304601,5304602,"1",5304701,5304702,L,100
"1",5304601,5304602,"1",5304801,5304802,L,100
"1",5304601,5304602,"1",5304901,5304902,L,100
"1",5304501,5304502,"1",5305001,5305002,L,100
"1",5305001,5305002,"1",5305101,5305102,L,100
"1",5305001,5305002,"1",5305201,5305202,L,100
"1",5305001,5305002,"1",5305301,5305302,L,100
"1",5304501,5304502,"1",5305401,5305402,L,100
"1",5305401,5305402,"1",5305501,5305502,L,100
"1",5305401,5305402,"1",5305601,5305602,L,100
"1",5305401,5305402,"1",5305701,5305702,L,100
"1",5297701,5297702,"1",5305801,5305802,L,100
"1",5305801,5305802,"1",5305901,5305902,L,100
"1",5305901,5305902,"1",5306001,5306002,L,100
"1",5306001,5306002,"1",5306101,5306102,L,100
"1",5306001,5306002,"1",5306201,5306202,L,100
"1",5306001,5306002,"1",5306301,5306302,L,100
"1",5305901,5305902,"1",5306401,5306402,L,100
"1",5306401,5306402,"1",5306501,5306502,L,100
"1",5306401,5306402,"1",5306601,5306602,L,100
"1",5306401,5306402,"1",5306701,5306702,L,100
"1",5305901,5305902,"1",5306801,5306802,L,100
"1",5306801,5306802,"1",5306901,5306902,L,100
"1",5306801,5306802,"1",5307001,5307002,L,100
"1",5306801,5306802,"1",5307101,5307102,L,100
"1",5305801,5305802,"1",5307201,5307202,L,100
"1",5307201,5307202,"1",5307301,5307302,L,100
"1",5307301,5307302,"1",5307401,5307402,L,100
"1",5307301,5307302,"1",5307501,5307502,L,100
"1",5307301,5307302,"1",5307601,5307602,L,100
"1",5307201,5307202,"1",5307701,5307702,L,100
"1",5307701,5307702,"1",5307801,5307802,L,100
"1",5307701,5307702,"1",5307901,5307902,L,100
"1",5307701,5307702,"1",5308001,5308002,L,100
"1",5307201,5307202,"1",5308101,5308102,L,100
"1",5308101,5308102,"1",5308201,5308202,L,100
"1",5308101,5308102,"1",5308301,5308302,L,100
"1",5308101,5308102,"1",5308401,5308402,L,100
"1",5305801,5305802,"1",5308501,5308502,L,100
"1",5308501,5308502,"1",5308601,5308602,L,100
"1",5308601,5308602,"1",5308701,5308702,L,100
"1",5308601,5308602,"1",5308801,5308802,L,100
"1",5308601,5308602,"1",5308901,5308902,L,100
"1",5308501,5308502,"1",5309001,5309002,L,100
"1",5309001,5309002,"1",5309101,5309102,L,100
"1",5309001,5309002,"1",5309201,5309202,L,100
"1",5309001,5309002,"1",5309301,5309302,L,100
"1",5308501,5308502,"1",5309401,5309402,L,100
"1",5309401,5309402,"1",5309501,5309502,L,100
"1",5309401,5309402,"1",5309601,5309602,L,100
"1",5309401,5309402,"1",5309701,5309702,L,100
"1",5285501,5285502,"1",5309801,5309802,L,100
"1",5309801,5309802,"1",5309901,5309902,L,100
"1",5309901,5309902,"1",5310001,5310002,L,100
"1",5310001,5310002,"1",5310101,5310102,L,100
"1",5310101,5310102,"1",5310201,5310202,L,100
"1",5310101,5310102,"1",5310301,5310302,L,100
"1",5310101,5310102,"1",5310401,5310402,L,100
"1",5310001,5310002,"1",5310501,5310502,L,100
"1",5310501,5310502,"1",5310601,5310602,L,100
"1",5310501,5310502,"1",5310701,5310702,L,100
"1",5310501,5310502,"1",5310801,5310802,L,100
"1",5310001,5310002,"1",5310901,5310902,L,100
"1",5310901,5310902,"1",5311001,5311002,L,100
"1",5310901,5310902,"1",5311101,5311102,L,100
"1",5310901,5310902,"1",5311201,5311202,L,100
"1",5309901,5309902,"1",5311301,5311302,L,100
"1",5311301,5311302,"1",5311401,5311402,L,100
"1",5311401,5311402,"1",5311501,5311502,L,100
"1",5311401,5311402,"1",5311601,5311602,L,100
"1",5311401,5311402,"1",5311701,5311702,L,100
"1",5311301,5311302,"1",5311801,5311802,L,100
"1",5311801,5311802,"1",5311901,5311902,L,100
"1",5311801,5311802,"1",5312001,5312002,L,100
"1",5311801,5311802,"1",5312101,5312102,L,100
"1",5311301,5311302,"1",5312201,5312202,L,100
"1",5312201,5312202,"1",5312301,5312302,L,100
"1",5312201,5312202,"1",5312401,5312402,L,100
"1",5312201,5312202,"1",5312501,5312502,L,100
"1",5309901,5309902,"1",5312601,5312602,L,100
"1",5312601,5312602,"1",5312701,5312702,L,100
"1",5312701,5312702,"1",5312801,5312802,L,100
"1",5312701,5312702,"1",5312901,5312902,L,100
"1",5312701,5312702,"1",5313001,5313002,L,100
"1",5312601,5312602,"1",5313101,5313102,L,100
"1",5313101,5313102,"1",5313201,5313202,L,100
"1",5313101,5313102,"1",5313301,5313302,L,100
"1",5313101,5313102,"1",5313401,5313402,L,100
"1",5312601,5312602,"1",5313501,5313502,L,100
"1",5313501,5313502,"1",5313601,5313602,L,100
"1",5313501,5313502,"1",5313701,5313702,L,100
"1",5313501,5313502,"1",5313801,5313802,L,100
"1",5309801,5309802,"1",5313901,5313902,L,100
"1",5313901,5313902,"1",5314001,5314002,L,100
"1",5314001,5314002,"1",5314101,5314102,L,100
"1",5314101,5314102,"1",5314201,5314202,L,100
"1",5314101,5314102,"1",5314301,5314302,L,100
"1",5314101,5314102,"1",5314401,5314402,L,100
"1",5314001,5314002,"1",5314501,5314502,L,100
"1",5314501,5314502,"1",5314601,5314602,L,100
"1",5314501,5314502,"1",5314701,5314702,L,100
"1",5314501,5314502,"1",5314801,5314802,L,100
"1",5314001,5314002,"1",5314901,5314902,L,100
"1",5314901,5314902,"1",5315001,5315002,L,100
"1",5314901,5314902,"1",5315101,5315102,L,100
"1",5314901,5314902,"1",5315201,5315202,L,100
"1",5313901,5313902,"1",5315301,5315302,L,100
"1",5315301,5315302,"1",5315401,5315402,L,100
"1",5315401,5315402,"1",5315501,5315502,L,100
"1",5315401,5315402,"1",5315601,5315602,L,100
"1",5315401,5315402,"1",5315701,5315702,L,100
"1",5315301,5315302,"1",5315801,5315802,L,100
"1",5315801,5315802,"1",5315901,5315902,L,100
"1",5315801,5315802,"1",5316001,5316002,L,100
"1",5315801,5315802,"1",5316101,5316102,L,100
"1",5315301,5315302,"1",5316201,5316202,L,100
"1",5316201,5316202,"1",5316301,5316302,L,100
"1",5316201,5316202,"1",5316401,5316402,L,100
"1",5316201,5316202,"1",5316501,5316502,L,100
"1",5313901,5313902,"1",5316601,5316602,L,100
"1",5316601,5316602,"1",5316701,5316702,L,100
"1",5316701,5316702,"1",5316801,5316802,L,100
"1",5316701,5316702,"1",5316901,5316902,L,100
"1",5316701,5316702,"1",5317001,5317002,L,100
"1",5316601,5316602,"1",5317101,5317102,L,100
"1",5317101,5317102,"1",5317201,5317202,L,100
"1",5317101,5317102,"1",5317301,5317302,L,100
"1",5317101,5317102,"1",5317401,5317402,L,100
"1",5316601,5316602,"1",5317501,5317502,L,100
"1",5317501,5317502,"1",5317601,5317602,L,100
"1",5317501,5317502,"1",5317701,5317702,L,100
"1",5317501,5317502,"1",5317801,5317802,L,100
"1",5309801,5309802,"1",5317901,5317902,L,100
"1",5317901,5317902,"1",5318001,5318002,L,100
"1",5318001,5318002,"1",5318101,5318102,L,100
"1",5318101,5318102,"1",5318201,5318202,L,100
"1",5318101,5318102,"1",5318301,5318302,L,100
"1",5318101,5318102,"1",5318401,5318402,L,100
"1",5318001,5318002,"1",5318501,5318502,L,100
"1",5318501,5318502,"1",5318601,5318602,L,100
"1",5318501,5318502,"1",5318701,5318702,L,100
"1",5318501,5318502,"1",5318801,5318802,L,100
"1",5318001,5318002,"1",5318901,5318902,L,100
"1",5318901,5318902,"1",5319001,5319002,L,100
"1",5318901,5318902,"1",5319101,5319102,L,100
"1",5318901,5318902,"1",5319201,5319202,L,100
"1",5317901,5317902,"1",5319301,5319302,L,100
"1",5319301,5319302,"1",5319401,5319402,L,100
"1",5319401,5319402,"1",5319501,5319502,L,100
"1",5319401,5319402,"1",5319601,5319602,L,100
"1",5319401,5319402,"1",5319701,5319702,L,100
"1",5319301,5319302,"1",5319801,5319802,L,100
"1",5319801,5319802,"1",5319901,5319902,L,100
"1",5319801,5319802,"1",5320001,5320002,L,100
"1",5319801,5319802,"1",5320101,5320102,L,100
"1",5319301,5319302,"1",5320201,5320202,L,100
"1",5320201,5320202,"1",5320301,5320302,L,100
"1",5320201,5320202,"1",5320401,5320402,L,100
"1",5320201,5320202,"1",5320501,5320502,L,100
"1",5317901,5317902,"1",5320601,5320602,L,100
"1",5320601,5320602,"1",5320701,5320702,L,100
"1",5320701,5320702,"1",5320801,5320802,L,100
"1",5320701,5320702,"1",5320901,5320902,L,100
"1",5320701,5320702,"1",5321001,5321002,L,100
"1",5320601,5320602,"1",5321101,5321102,L,100
"1",5321101,5321102,"1",5321201,5321202,L,100
"1",5321101,5321102,"1",5321301,5321302,L,100
"1",5321101,5321102,"1",5321401,5321402,L,100
"1",5320601,5320602,"1",5321501,5321502,L,100
"1",5321501,5321502,"1",5321601,5321602,L,100
"1",5321501,5321502,"1",5321701,5321702,L,100
"1",5321501,5321502,"1",5321801,5321802,L,100
"1",5249001,5249002,"1",5321901,5321902,L,100
"1",5321901,5321902,"1",5322001,5322002,L,100
"1",5322001,5322002,"1",5322101,5322102,L,100
"1",5322101,5322102,"1",5322201,5322202,L,100
"1",5322201,5322202,"1",5322301,5322302,L,100
"1",5322301,5322302,"1",5322401,5322402,L,100
"1",5322301,5322302,"1",5322501,5322502,L,100
"1",5322301,5322302,"1",5322601,5322602,L,100
"1",5322201,5322202,"1",5322701,5322702,L,100
"1",5322701,5322702,"1",5322801,5322802,L,100
"1",5322701,5322702,"1",5322901,5322902,L,100
"1",5322701,5322702,"1",5323001,5323002,L,100
"1",5322201,5322202,"1",5323101,5323102,L,100
"1",5323101,5323102,"1",5323201,5323202,L,100
"1",5323101,5323102,"1",5323301,5323302,L,100
"1",5323101,5323102,"1",5323401,5323402,L,100
"1",5322101,5322102,"1",5323501,5323502,L,100
"1",5323501,5323502,"1",5323601,5323602,L,100
"1",5323601,5323602,"1",5323701,5323702,L,100
"1",5323601,5323602,"1",5323801,5323802,L,100
"1",5323601,5323602,"1",5323901,5323902,L,100
"1",5323501,5323502,"1",5324001,5324002,L,100
"1",5324001,5324002,"1",5324101,5324102,L,100
"1",5324001,5324002,"1",5324201,5324202,L,100
"1",5324001,5324002,"1",5324301,5324302,L,100
"1",5323501,5323502,"1",5324401,5324402,L,100
"1",5324401,5324402,"1",5324501,5324502,L,100
"1",5324401,5324402,"1",5324601,5324602,L,100
"1",5324401,5324402,"1",5324701,5324702,L,100
"1",5322101,5322102,"1",5324801,5324802,L,100
"1",5324801,5324802,"1",5324901,5324902,L,100
"1",5324901,5324902,"1",5325001,5325002,L,100
"1",5324901,5324902,"1",5325101,5325102,L,100
"1",5324901,5324902,"1",5325201,5325202,L,100
"1",5324801,5324802,"1",5325301,5325302,L,100
"1",5325301,5325302,"1",5325401,5325402,L,100
"1",5325301,5325302,"1",5325501,5325502,L,100
"1",5325301,5325302,"1",5325601,5325602,L,100
"1",5324801,5324802,"1",5325701,5325702,L,100
"1",5325701,5325702,"1",5325801,5325802,L,100
"1",5325701,5325702,"1",5325901,5325902,L,100
"1",5325701,5325702,"1",5326001,5326002,L,100
"1",5322001,5322002,"1",5326101,5326102,L,100
"1",5326101,5326102,"1",5326201,5326202,L,100
"1",5326201,5326202,"1",5326301,5326302,L,100
"1",5326301,5326302,"1",5326401,5326402,L,100
"1",5326301,5326302,"1",5326501,5326502,L,100
"1",5326301,5326302,"1",5326601,5326602,L,100
"1",5326201,5326202,"1",5326701,5326702,L,100
"1",5326701,5326702,"1",5326801,5326802,L,100
"1",5326701,5326702,"1",5326901,5326902,L,100
"1",5326701,5326702,"1",5327001,5327002,L,100
"1",5326201,5326202,"1",5327101,5327102,L,100
"1",5327101,5327102,"1",5327201,5327202,L,100
"1",5327101,5327102,"1",5327301,5327302,L,100
"1",5327101,5327102,"1",5327401,5327402,L,100
"1",5326101,5326102,"1",5327501,5327502,L,100
"1",5327501,5327502,"1",5327601,5327602,L,100
"1",5327601,5327602,"1",5327701,5327702,L,100
"1",5327601,5327602,"1",5327801,5327802,L,100
"1",5327601,5327602,"1",5327901,5327902,L,100
"1",5327501,5327502,"1",5328001,5328002,L,100
"1",5328001,5328002,"1",5328101,5328102,L,100
"1",5328001,5328002,"1",5328201,5328202,L,100
"1",5328001,5328002,"1",5328301,5328302,L,100
"1",5327501,5327502,"1",5328401,5328402,L,100
"1",5328401,5328402,"1",5328501,5328502,L,100
"1",5328401,5328402,"1",5328601,5328602,L,100
"1",5328401,5328402,"1",5328701,5328702,L,100
"1",5326101,5326102,"1",5328801,5328802,L,100
"1",5328801,5328802,"1",5328901,5328902,L,100
"1",5328901,5328902,"1",5329001,5329002,L,100
"1",5328901,5328902,"1",5329101,5329102,L,100
"1",5328901,5328902,"1",5329201,5329202,L,100
"1",5328801,5328802,"1",5329301,5329302,L,100
"1",5329301,5329302,"1",5329401,5329402,L,100
"1",5329301,5329302,"1",5329501,5329502,L,100
"1",5329301,5329302,"1",5329601,5329602,L,100
"1",5328801,5328802,"1",5329701,5329702,L,100
"1",5329701,5329702,"1",5329801,5329802,L,100
"1",5329701,5329702,"1",5329901,5329902,L,100
"1",5329701,5329702,"1",5330001,5330002,L,100
"1",5322001,5322002,"1",5330101,5330102,L,100
"1",5330101,5330102,"1",5330201,5330202,L,100
"1",5330201,5330202,"1",5330301,5330302,L,100
"1",5330301,5330302,"1",5330401,5330402,L,100
"1",5330301,5330302,"1",5330501,5330502,L,100
"1",5330301,5330302,"1",5330601,5330602,L,100
"1",5330201,5330202,"1",5330701,5330702,L,100
"1",5330701,5330702,"1",5330801,5330802,L,100
"1",5330701,5330702,"1",5330901,5330902,L,100
"1",5330701,5330702,"1",5331001,5331002,L,100
"1",5330201,5330202,"1",5331101,5331102,L,100
"1",5331101,5331102,"1",5331201,5331202,L,100
"1",5331101,5331102,"1",5331301,5331302,L,100
"1",5331101,5331102,"1",5331401,5331402,L,100
"1",5330101,5330102,"1",5331501,5331502,L,100
"1",5331501,5331502,"1",5331601,5331602,L,100
"1",5331601,5331602,"1",5331701,5331702,L,100
"1",5331601,5331602,"1",5331801,5331802,L,100
"1",5331601,5331602,"1",5331901,5331902,L,100
"1",5331501,5331502,"1",5332001,5332002,L,100
"1",5332001,5332002,"1",5332101,5332102,L,100
"1",5332001,5332002,"1",5332201,5332202,L,100
"1",5332001,5332002,"1",5332301,5332302,L,100
"1",5331501,5331502,"1",5332401,5332402,L,100
"1",5332401,5332402,"1",5332501,5332502,L,100
"1",5332401,5332402,"1",5332601,5332602,L,100
"1",5332401,5332402,"1",5332701,5332702,L,100
"1",5330101,5330102,"1",5332801,5332802,L,100
"1",5332801,5332802,"1",5332901,5332902,L,100
"1",5332901,5332902,"1",5333001,5333002,L,100
"1",5332901,5332902,"1",5333101,5333102,L,100
"1",5332901,5332902,"1",5333201,5333202,L,100
"1",5332801,5332802,"1",5333301,5333302,L,100
"1",5333301,5333302,"1",5333401,5333402,L,100
"1",5333301,5333302,"1",5333501,5333502,L,100
"1",5333301,5333302,"1",5333601,5333602,L,100
"1",5332801,5332802,"1",5333701,5333702,L,100
"1",5333701,5333702,"1",5333801,5333802,L,100
"1",5333701,5333702,"1",5333901,5333902,L,100
"1",5333701,5333702,"1",5334001,5334002,L,100
"1",5321901,5321902,"1",5334101,5334102,L,100
"1",5334101,5334102,"1",5334201,5334202,L,100
"1",5334201,5334202,"1",5334301,5334302,L,100
"1",5334301,5334302,"1",5334401,5334402,L,100
"1",5334401,5334402,"1",5334501,5334502,L,100
"1",5334401,5334402,"1",5334601,5334602,L,100
"1",5334401,5334402,"1",5334701,5334702,L,100
"1",5334301,5334302,"1",5334801,5334802,L,100
"1",5334801,5334802,"1",5334901,5334902,L,100
"1",5334801,5334802,"1",5335001,5335002,L,100
"1",5334801,5334802,"1",5335101,5335102,L,100
"1",5334301,5334302,"1",5335201,5335202,L,100
"1",5335201,5335202,"1",5335301,5335302,L,100
"1",5335201,5335202,"1",5335401,5335402,L,100
"1",5335201,5335202,"1",5335501,5335502,L,100
"1",5334201,5334202,"1",5335601,5335602,L,100
"1",5335601,5335602,"1",5335701,5335702,L,100
"1",5335701,5335702,"1",5335801,5335802,L,100
"1",5335701,5335702,"1",5335901,5335902,L,100
"1",5335701,5335702,"1",5336001,5336002,L,100
"1",5335601,5335602,"1",5336101,5336102,L,100
"1",5336101,5336102,"1",5336201,5336202,L,100
"1",5336101,5336102,"1",5336301,5336302,L,100
"1",5336101,5336102,"1",5336401,5336402,L,100
"1",5335601,5335602,"1",5336501,5336502,L,100
"1",5336501,5336502,"1",5336601,5336602,L,100
"1",5336501,5336502,"1",5336701,5336702,L,100
"1",5336501,5336502,"1",5336801,5336802,L,100
"1",5334201,5334202,"1",5336901,5336902,L,100
"1",5336901,5336902,"1",5337001,5337002,L,100
"1",5337001,5337002,"1",5337101,5337102,L,100
"1",5337001,5337002,"1",5337201,5337202,L,100
"1",5337001,5337002,"1",5337301,5337302,L,100
"1",5336901,5336902,"1",5337401,5337402,L,100
"1",5337401,5337402,"1",5337501,5337502,L,100
"1",5337401,5337402,"1",5337601,5337602,L,100
"1",5337401,5337402,"1",5337701,5337702,L,100
"1",5336901,5336902,"1",5337801,5337802,L,100
"1",5337801,5337802,"1",5337901,5337902,L,100
"1",5337801,5337802,"1",5338001,5338002,L,100
"1",5337801,5337802,"1",5338101,5338102,L,100
"1",5334101,5334102,"1",5338201,5338202,L,100
"1",5338201,5338202,"1",5338301,5338302,L,100
"1",5338301,5338302,"1",5338401,5338402,L,100
"1",5338401,5338402,"1",5338501,5338502,L,100
"1",5338401,5338402,"1",5338601,5338602,L,100
"1",5338401,5338402,"1",5338701,5338702,L,100
"1",5338301,5338302,"1",5338801,5338802,L,100
"1",5338801,5338802,"1",5338901,5338902,L,100
"1",5338801,5338802,"1",5339001,5339002,L,100
"1",5338801,5338802,"1",5339101,5339102,L,100
"1",5338301,5338302,"1",5339201,5339202,L,100
"1",5339201,5339202,"1",5339301,5339302,L,100
"1",5339201,5339202,"1",5339401,5339402,L,100
"1",5339201,5339202,"1",5339501,5339502,L,100
"1",5338201,5338202,"1",5339601,5339602,L,100
"1",5339601,5339602,"1",5339701,5339702,L,100
"1",5339701,5339702,"1",5339801,5339802,L,100
"1",5339701,5339702,"1",5339901,5339902,L,100
"1",5339701,5339702,"1",5340001,5340002,L,100
"1",5339601,5339602,"1",5340101,5340102,L,100
"1",5340101,5340102,"1",5340201,5340202,L,100
"1",5340101,5340102,"1",5340301,5340302,L,100
"1",5340101,5340102,"1",5340401,5340402,L,100
"1",5339601,5339602,"1",5340501,5340502,L,100
"1",5340501,5340502,"1",5340601,5340602,L,100
"1",5340501,5340502,"1",5340701,5340702,L,100
"1",5340501,5340502,"1",5340801,5340802,L,100
"1",5338201,5338202,"1",5340901,5340902,L,100
"1",5340901,5340902,"1",5341001,5341002,L,100
"1",5341001,5341002,"1",5341101,5341102,L,100
"1",5341001,5341002,"1",5341201,5341202,L,100
"1",5341001,5341002,"1",5341301,5341302,L,100
